dataset,embedder,category,seed,supports_text,query,n_test,n_test_pos,prevalence,text_gmm_cut,text_cost,text_fpr,text_fnr,text_precision,text_recall,text_f1,text_oracle_cost,text_AP,text_auroc
visual_genome_m,siglip,bus,6.0,1,a bus,2097.0,77.0,0.036719,-0.024208,0.462955,0.39802,0.064935,0.082192,0.935065,0.151102,0.359393,0.604495,0.901684
visual_genome_m,siglip,bus,7.0,1,a bus,2097.0,64.0,0.03052,-0.024208,0.431152,0.399902,0.03125,0.070857,0.96875,0.132055,0.313422,0.641144,0.926064
visual_genome_m,siglip,bus,8.0,1,a bus,2097.0,67.0,0.03195,-0.024208,0.451673,0.406897,0.044776,0.07191,0.955224,0.133751,0.301125,0.617363,0.924851
visual_genome_m,siglip,cat,0.0,1,a cat,2097.0,13.0,0.006199,-0.014045,0.514543,0.43762,0.076923,0.012987,0.923077,0.025614,0.082201,0.669046,0.935627
visual_genome_m,siglip,cat,1.0,1,a cat,2097.0,15.0,0.007153,-0.014045,0.50999,0.443324,0.066667,0.014941,0.933333,0.029412,0.140154,0.604788,0.939033
visual_genome_m,siglip,cat,2.0,1,a cat,2097.0,17.0,0.008107,-0.014045,0.502574,0.44375,0.058824,0.017039,0.941176,0.033473,0.124378,0.755295,0.946804
visual_genome_m,siglip,cat,3.0,1,a cat,2097.0,13.0,0.006199,-0.014045,0.5251,0.448177,0.076923,0.012685,0.923077,0.025026,0.147461,0.685296,0.955374
visual_genome_m,siglip,cat,4.0,1,a cat,2097.0,15.0,0.007153,-0.014045,0.516715,0.450048,0.066667,0.014721,0.933333,0.028986,0.130067,0.682289,0.938457
visual_genome_m,siglip,cat,5.0,1,a cat,2097.0,15.0,0.007153,-0.014045,0.441402,0.441402,0.0,0.01606,1.0,0.031612,0.041787,0.649591,0.994492
visual_genome_m,siglip,cat,6.0,1,a cat,2097.0,15.0,0.007153,-0.014045,0.503266,0.436599,0.066667,0.015168,0.933333,0.029851,0.07195,0.812924,0.969292
visual_genome_m,siglip,cat,7.0,1,a cat,2097.0,18.0,0.008584,-0.014045,0.561328,0.450216,0.111111,0.016807,0.888889,0.03299,0.175325,0.582821,0.923735
visual_genome_m,siglip,cat,8.0,1,a cat,2097.0,18.0,0.008584,-0.014045,0.496633,0.441077,0.055556,0.018201,0.944444,0.035714,0.097403,0.805186,0.971808
visual_genome_m,siglip,laptop,0.0,1,a laptop computer,2097.0,31.0,0.014783,-0.018427,0.492537,0.363504,0.129032,0.034704,0.870968,0.066749,0.161462,0.433101,0.906723
visual_genome_m,siglip,laptop,1.0,1,a laptop computer,2097.0,31.0,0.014783,-0.018427,0.38463,0.352372,0.032258,0.039578,0.967742,0.076046,0.069528,0.531498,0.977907
visual_genome_m,siglip,laptop,2.0,1,a laptop computer,2097.0,28.0,0.013352,-0.018427,0.424256,0.352827,0.071429,0.034392,0.928571,0.066327,0.136142,0.450289,0.944677
visual_genome_m,siglip,laptop,3.0,1,a laptop computer,2097.0,26.0,0.012399,-0.018427,0.446793,0.36987,0.076923,0.03038,0.923077,0.058824,0.183301,0.428876,0.935873
visual_genome_m,siglip,laptop,4.0,1,a laptop computer,2097.0,24.0,0.011445,-0.018427,0.389472,0.347805,0.041667,0.030914,0.958333,0.059896,0.096358,0.536289,0.957469
visual_genome_m,siglip,laptop,5.0,1,a laptop computer,2097.0,25.0,0.011922,-0.018427,0.437625,0.357625,0.08,0.030105,0.92,0.058302,0.094961,0.540313,0.930907
visual_genome_m,siglip,laptop,6.0,1,a laptop computer,2097.0,26.0,0.012399,-0.018427,0.354418,0.354418,0.0,0.034211,1.0,0.066158,0.107343,0.470031,0.982617
visual_genome_m,siglip,laptop,7.0,1,a laptop computer,2097.0,32.0,0.01526,-0.018427,0.44145,0.3477,0.09375,0.038822,0.90625,0.074454,0.148245,0.580071,0.935018
visual_genome_m,siglip,laptop,8.0,1,a laptop computer,2097.0,29.0,0.013829,-0.018427,0.464667,0.361219,0.103448,0.033635,0.896552,0.064838,0.20723,0.382676,0.913726
visual_genome_m,siglip,nose,0.0,1,nose,2097.0,77.0,0.036719,-0.022268,0.713585,0.466832,0.246753,0.057942,0.753247,0.107607,0.57438,0.226574,0.760364
visual_genome_m,siglip,nose,1.0,1,nose,2097.0,72.0,0.034335,-0.022268,0.699753,0.477531,0.222222,0.054741,0.777778,0.102283,0.609136,0.294819,0.754321
visual_genome_m,siglip,nose,2.0,1,nose,2097.0,84.0,0.040057,-0.022268,0.743258,0.469449,0.27381,0.060636,0.72619,0.111927,0.665425,0.248025,0.715983
visual_genome_m,siglip,nose,3.0,1,nose,2097.0,69.0,0.032904,-0.022268,0.714626,0.482742,0.231884,0.051357,0.768116,0.096276,0.621645,0.238967,0.749485
visual_genome_m,siglip,nose,4.0,1,nose,2097.0,68.0,0.032427,-0.022268,0.680993,0.475111,0.205882,0.053045,0.794118,0.099448,0.589779,0.239354,0.747405
visual_genome_m,siglip,nose,5.0,1,nose,2097.0,67.0,0.03195,-0.022268,0.71058,0.4867,0.223881,0.05,0.776119,0.093948,0.584361,0.229858,0.738402
visual_genome_m,siglip,nose,6.0,1,nose,2097.0,74.0,0.035289,-0.022268,0.738387,0.468117,0.27027,0.053946,0.72973,0.100465,0.625229,0.266718,0.730004
visual_genome_m,siglip,nose,7.0,1,nose,2097.0,80.0,0.03815,-0.022268,0.713454,0.475954,0.2375,0.059745,0.7625,0.110808,0.583968,0.252211,0.742793
visual_genome_m,siglip,nose,8.0,1,nose,2097.0,70.0,0.033381,-0.022268,0.67706,0.47706,0.2,0.054741,0.8,0.10247,0.551885,0.330313,0.764198
visual_genome_m,siglip,sink,0.0,1,sink,2097.0,31.0,0.014783,-0.001863,0.478531,0.446273,0.032258,0.031513,0.967742,0.061038,0.164366,0.411982,0.957702
visual_genome_m,siglip,sink,1.0,1,sink,2097.0,27.0,0.012876,-0.001863,0.489694,0.452657,0.037037,0.026999,0.962963,0.052525,0.114171,0.307815,0.958472
visual_genome_m,siglip,sink,2.0,1,sink,2097.0,30.0,0.014306,-0.001863,0.425254,0.425254,0.0,0.033003,1.0,0.063898,0.11703,0.466485,0.979971
visual_genome_m,siglip,sink,3.0,1,sink,2097.0,32.0,0.01526,-0.001863,0.462243,0.430993,0.03125,0.033659,0.96875,0.065058,0.178496,0.534393,0.956946
visual_genome_m,siglip,sink,4.0,1,sink,2097.0,29.0,0.013829,-0.001863,0.47162,0.437137,0.034483,0.030043,0.965517,0.058273,0.160992,0.434649,0.953512
visual_genome_m,siglip,sink,5.0,1,sink,2097.0,30.0,0.014306,-0.001863,0.432027,0.432027,0.0,0.032503,1.0,0.062959,0.119932,0.449243,0.981519
visual_genome_m,siglip,sink,6.0,1,sink,2097.0,30.0,0.014306,-0.001863,0.437349,0.437349,0.0,0.03212,1.0,0.062241,0.101064,0.466663,0.976262
visual_genome_m,siglip,sink,7.0,1,sink,2097.0,28.0,0.013352,-0.001863,0.467807,0.432093,0.035714,0.029316,0.964286,0.056902,0.144359,0.343688,0.95436
visual_genome_m,siglip,sink,8.0,1,sink,2097.0,28.0,0.013352,-0.001863,0.437409,0.437409,0.0,0.030011,1.0,0.058273,0.125561,0.360039,0.971795
visual_genome_m,siglip,sky,0.0,1,sky,2097.0,394.0,0.187887,-0.035371,0.569137,0.394011,0.175127,0.326305,0.824873,0.467626,0.558088,0.452254,0.800247
visual_genome_m,siglip,sky,1.0,1,sky,2097.0,385.0,0.183596,-0.035371,0.57623,0.381425,0.194805,0.321911,0.805195,0.459941,0.571533,0.432688,0.788312
visual_genome_m,siglip,sky,2.0,1,sky,2097.0,403.0,0.192179,-0.035371,0.577956,0.394333,0.183623,0.32999,0.816377,0.47,0.574445,0.439336,0.78427
visual_genome_m,siglip,sky,3.0,1,sky,2097.0,394.0,0.187887,-0.035371,0.599046,0.408691,0.190355,0.314286,0.809645,0.452803,0.590801,0.423655,0.776094
visual_genome_m,siglip,sky,4.0,1,sky,2097.0,396.0,0.188841,-0.035371,0.517076,0.375661,0.141414,0.347293,0.858586,0.494545,0.507162,0.481107,0.816717
visual_genome_m,siglip,sky,5.0,1,sky,2097.0,402.0,0.191702,-0.035371,0.577925,0.39882,0.179104,0.328032,0.820896,0.46875,0.566108,0.429505,0.789219
visual_genome_m,siglip,sky,6.0,1,sky,2097.0,413.0,0.196948,-0.035371,0.581882,0.397862,0.184019,0.334657,0.815981,0.474648,0.575985,0.433297,0.783743
visual_genome_m,siglip,sky,7.0,1,sky,2097.0,379.0,0.180734,-0.035371,0.563549,0.389406,0.174142,0.318737,0.825858,0.459956,0.534474,0.44011,0.798661
visual_genome_m,siglip,sky,8.0,1,sky,2097.0,407.0,0.194087,-0.035371,0.557519,0.392899,0.164619,0.338645,0.835381,0.481928,0.548835,0.459222,0.799737
visual_genome_m,siglip2_l,ball,0.0,1,ball,2097.0,24.0,0.011445,0.025376,0.570128,0.361795,0.208333,0.024707,0.791667,0.047919,0.343102,0.320842,0.828409
visual_genome_m,siglip2_l,ball,1.0,1,ball,2097.0,32.0,0.01526,0.025376,0.449682,0.355932,0.09375,0.037958,0.90625,0.072864,0.229373,0.444802,0.902724
visual_genome_m,siglip2_l,ball,2.0,1,ball,2097.0,19.0,0.009061,0.025376,0.454638,0.349374,0.105263,0.02288,0.894737,0.044619,0.236336,0.410187,0.8996
visual_genome_m,siglip2_l,ball,3.0,1,ball,2097.0,26.0,0.012399,0.025376,0.435687,0.358764,0.076923,0.031291,0.923077,0.06053,0.213721,0.502823,0.940088
visual_genome_m,siglip2_l,ball,4.0,1,ball,2097.0,24.0,0.011445,0.025376,0.443681,0.360347,0.083333,0.028609,0.916667,0.055485,0.140919,0.534963,0.910396
visual_genome_m,siglip2_l,ball,5.0,1,ball,2097.0,29.0,0.013829,0.025376,0.424865,0.355899,0.068966,0.035387,0.931034,0.068182,0.179367,0.373188,0.935053
visual_genome_m,siglip2_l,ball,6.0,1,ball,2097.0,29.0,0.013829,0.025376,0.528313,0.355899,0.172414,0.031579,0.827586,0.060837,0.260905,0.454172,0.876292
visual_genome_m,siglip2_l,ball,7.0,1,ball,2097.0,25.0,0.011922,0.025376,0.449208,0.369208,0.08,0.029188,0.92,0.056581,0.258938,0.352596,0.910579
visual_genome_m,siglip2_l,ball,8.0,1,ball,2097.0,24.0,0.011445,0.025376,0.520743,0.354076,0.166667,0.026525,0.833333,0.051414,0.255909,0.412165,0.858498
visual_genome_m,siglip2_l,bed,0.0,1,bed,2097.0,44.0,0.020982,0.020384,0.24679,0.224062,0.022727,0.085487,0.977273,0.157221,0.075654,0.731211,0.972313
visual_genome_m,siglip2_l,bed,1.0,1,bed,2097.0,40.0,0.019075,0.020384,0.265362,0.215362,0.05,0.079002,0.95,0.145873,0.078196,0.740461,0.965435
visual_genome_m,siglip2_l,bed,2.0,1,bed,2097.0,34.0,0.016214,0.020384,0.273559,0.214736,0.058824,0.067368,0.941176,0.125737,0.084514,0.717083,0.961107
visual_genome_m,siglip2_l,bed,3.0,1,bed,2097.0,42.0,0.020029,0.020384,0.28992,0.218491,0.071429,0.079918,0.928571,0.14717,0.103545,0.640221,0.951651
visual_genome_m,siglip2_l,bed,4.0,1,bed,2097.0,46.0,0.021936,0.020384,0.256545,0.213067,0.043478,0.091476,0.956522,0.166983,0.086183,0.767588,0.968202
visual_genome_m,siglip2_l,bed,5.0,1,bed,2097.0,41.0,0.019552,0.020384,0.227211,0.202821,0.02439,0.087527,0.97561,0.160643,0.040927,0.74486,0.988766
visual_genome_m,siglip2_l,bed,6.0,1,bed,2097.0,43.0,0.020505,0.020384,0.239906,0.21665,0.023256,0.086242,0.976744,0.158491,0.042243,0.786286,0.982632
visual_genome_m,siglip2_l,bed,7.0,1,bed,2097.0,40.0,0.019075,0.020384,0.219251,0.219251,0.0,0.081466,1.0,0.150659,0.028196,0.787926,0.995819
visual_genome_m,siglip2_l,bed,8.0,1,bed,2097.0,47.0,0.022413,0.020384,0.281391,0.217561,0.06383,0.089796,0.93617,0.163873,0.100228,0.777925,0.950171
visual_genome_m,siglip2_l,bus,0.0,1,a bus,2097.0,67.0,0.03195,-0.002374,0.410984,0.396059,0.014925,0.075862,0.985075,0.140875,0.1995,0.646968,0.951202
visual_genome_m,siglip2_l,bus,1.0,1,a bus,2097.0,59.0,0.028135,-0.002374,0.439198,0.405299,0.033898,0.064553,0.966102,0.121019,0.277258,0.574718,0.92372
visual_genome_m,siglip2_l,bus,2.0,1,a bus,2097.0,70.0,0.033381,-0.002374,0.432617,0.404045,0.028571,0.076663,0.971429,0.142111,0.201071,0.69308,0.949644
visual_genome_m,siglip2_l,bus,3.0,1,a bus,2097.0,63.0,0.030043,-0.002374,0.435244,0.419371,0.015873,0.06776,0.984127,0.126789,0.213794,0.620215,0.944078
visual_genome_m,siglip2_l,bus,4.0,1,a bus,2097.0,70.0,0.033381,-0.002374,0.424723,0.396152,0.028571,0.078071,0.971429,0.144527,0.226189,0.652992,0.947685
visual_genome_m,siglip2_l,bus,5.0,1,a bus,2097.0,73.0,0.034812,-0.002374,0.430201,0.416502,0.013699,0.078689,0.986301,0.145749,0.191334,0.656703,0.949063
visual_genome_m,siglip2_l,bus,6.0,1,a bus,2097.0,77.0,0.036719,-0.002374,0.439951,0.40099,0.038961,0.08371,0.961039,0.154006,0.253221,0.606699,0.929787
visual_genome_m,siglip2_l,bus,7.0,1,a bus,2097.0,64.0,0.03052,-0.002374,0.440006,0.408756,0.03125,0.069429,0.96875,0.129572,0.22549,0.68099,0.942004
visual_genome_m,siglip2_l,bus,8.0,1,a bus,2097.0,67.0,0.03195,-0.002374,0.428226,0.4133,0.014925,0.072928,0.985075,0.135802,0.229204,0.675785,0.953636
visual_genome_m,siglip2_l,cat,0.0,1,a cat,2097.0,13.0,0.006199,0.011778,0.347889,0.347889,0.0,0.017615,1.0,0.034621,0.121881,0.791788,0.984497
visual_genome_m,siglip2_l,cat,1.0,1,a cat,2097.0,15.0,0.007153,0.011778,0.351585,0.351585,0.0,0.02008,1.0,0.03937,0.074928,0.711695,0.991867
visual_genome_m,siglip2_l,cat,2.0,1,a cat,2097.0,17.0,0.008107,0.011778,0.326923,0.326923,0.0,0.02439,1.0,0.047619,0.072115,0.843399,0.993241
visual_genome_m,siglip2_l,cat,3.0,1,a cat,2097.0,13.0,0.006199,0.011778,0.420973,0.34405,0.076923,0.016461,0.923077,0.032345,0.11675,0.799265,0.955559
visual_genome_m,siglip2_l,cat,4.0,1,a cat,2097.0,15.0,0.007153,0.011778,0.341018,0.341018,0.0,0.02069,1.0,0.040541,0.068684,0.772593,0.992667
visual_genome_m,siglip2_l,cat,5.0,1,a cat,2097.0,15.0,0.007153,0.011778,0.335735,0.335735,0.0,0.021008,1.0,0.041152,0.069068,0.773007,0.991643
visual_genome_m,siglip2_l,cat,6.0,1,a cat,2097.0,15.0,0.007153,0.011778,0.410086,0.34342,0.066667,0.019204,0.933333,0.037634,0.067147,0.91434,0.964649
visual_genome_m,siglip2_l,cat,7.0,1,a cat,2097.0,18.0,0.008584,0.011778,0.399471,0.343915,0.055556,0.023224,0.944444,0.045333,0.172439,0.656231,0.956977
visual_genome_m,siglip2_l,cat,8.0,1,a cat,2097.0,18.0,0.008584,0.011778,0.387446,0.33189,0.055556,0.024045,0.944444,0.046897,0.113035,0.855199,0.963898
visual_genome_m,siglip2_l,laptop,0.0,1,a laptop computer,2097.0,31.0,0.014783,0.003255,0.477219,0.380445,0.096774,0.034398,0.903226,0.066272,0.153405,0.542838,0.933969
visual_genome_m,siglip2_l,laptop,1.0,1,a laptop computer,2097.0,31.0,0.014783,0.003255,0.407863,0.375605,0.032258,0.037221,0.967742,0.071685,0.091309,0.59605,0.969678
visual_genome_m,siglip2_l,laptop,2.0,1,a laptop computer,2097.0,28.0,0.013352,0.003255,0.410291,0.374577,0.035714,0.033666,0.964286,0.06506,0.063264,0.620685,0.971708
visual_genome_m,siglip2_l,laptop,3.0,1,a laptop computer,2097.0,26.0,0.012399,0.003255,0.411228,0.372767,0.038462,0.031368,0.961538,0.060753,0.068399,0.585206,0.968076
visual_genome_m,siglip2_l,laptop,4.0,1,a laptop computer,2097.0,24.0,0.011445,0.003255,0.406356,0.364689,0.041667,0.029525,0.958333,0.057285,0.059033,0.671621,0.966534
visual_genome_m,siglip2_l,laptop,5.0,1,a laptop computer,2097.0,25.0,0.011922,0.003255,0.419826,0.379826,0.04,0.029593,0.96,0.057416,0.055927,0.648262,0.967394
visual_genome_m,siglip2_l,laptop,6.0,1,a laptop computer,2097.0,26.0,0.012399,0.003255,0.367938,0.367938,0.0,0.032995,1.0,0.063882,0.035249,0.570923,0.991569
visual_genome_m,siglip2_l,laptop,7.0,1,a laptop computer,2097.0,32.0,0.01526,0.003255,0.464694,0.370944,0.09375,0.036478,0.90625,0.070133,0.116026,0.639282,0.939573
visual_genome_m,siglip2_l,laptop,8.0,1,a laptop computer,2097.0,29.0,0.013829,0.003255,0.447592,0.378627,0.068966,0.033333,0.931034,0.064362,0.126509,0.52452,0.945791
visual_genome_m,siglip2_l,nose,0.0,1,nose,2097.0,77.0,0.036719,0.009742,0.708982,0.423267,0.285714,0.06044,0.714286,0.111449,0.550849,0.269275,0.755941
visual_genome_m,siglip2_l,nose,1.0,1,nose,2097.0,72.0,0.034335,0.009742,0.668765,0.418765,0.25,0.059867,0.75,0.110883,0.48858,0.33814,0.773045
visual_genome_m,siglip2_l,nose,2.0,1,nose,2097.0,84.0,0.040057,0.009742,0.710453,0.424739,0.285714,0.065574,0.714286,0.12012,0.585995,0.273186,0.738397
visual_genome_m,siglip2_l,nose,3.0,1,nose,2097.0,69.0,0.032904,0.009742,0.714904,0.425049,0.289855,0.053787,0.710145,0.1,0.587064,0.232765,0.731427
visual_genome_m,siglip2_l,nose,4.0,1,nose,2097.0,68.0,0.032427,0.009742,0.689625,0.439625,0.25,0.054083,0.75,0.10089,0.549604,0.225482,0.769489
visual_genome_m,siglip2_l,nose,5.0,1,nose,2097.0,67.0,0.03195,0.009742,0.724123,0.425616,0.298507,0.051592,0.701493,0.096115,0.586133,0.193053,0.719249
visual_genome_m,siglip2_l,nose,6.0,1,nose,2097.0,74.0,0.035289,0.009742,0.653852,0.424123,0.22973,0.062295,0.77027,0.115268,0.519425,0.290877,0.766022
visual_genome_m,siglip2_l,nose,7.0,1,nose,2097.0,80.0,0.03815,0.009742,0.763275,0.438275,0.325,0.057569,0.675,0.10609,0.564917,0.25049,0.716082
visual_genome_m,siglip2_l,nose,8.0,1,nose,2097.0,70.0,0.033381,0.009742,0.734632,0.434632,0.3,0.052688,0.7,0.098,0.540538,0.3049,0.736599
visual_genome_m,siglip2_l,sink,0.0,1,sink,2097.0,31.0,0.014783,0.016855,0.384146,0.351888,0.032258,0.03963,0.967742,0.076142,0.161462,0.477658,0.954939
visual_genome_m,siglip2_l,sink,1.0,1,sink,2097.0,27.0,0.012876,0.016855,0.398873,0.361836,0.037037,0.033548,0.962963,0.064838,0.107407,0.321757,0.960565
visual_genome_m,siglip2_l,sink,2.0,1,sink,2097.0,30.0,0.014306,0.016855,0.345912,0.345912,0.0,0.040268,1.0,0.077419,0.097629,0.468468,0.977762
visual_genome_m,siglip2_l,sink,3.0,1,sink,2097.0,32.0,0.01526,0.016855,0.374107,0.342857,0.03125,0.041949,0.96875,0.080415,0.184821,0.509974,0.957915
visual_genome_m,siglip2_l,sink,4.0,1,sink,2097.0,29.0,0.013829,0.016855,0.389415,0.354932,0.034483,0.036745,0.965517,0.070796,0.130528,0.45728,0.962182
visual_genome_m,siglip2_l,sink,5.0,1,sink,2097.0,30.0,0.014306,0.016855,0.342042,0.342042,0.0,0.040706,1.0,0.078227,0.121287,0.479906,0.97831
visual_genome_m,siglip2_l,sink,6.0,1,sink,2097.0,30.0,0.014306,0.016855,0.356072,0.356072,0.0,0.039164,1.0,0.075377,0.097629,0.491311,0.985244
visual_genome_m,siglip2_l,sink,7.0,1,sink,2097.0,28.0,0.013352,0.016855,0.379842,0.344128,0.035714,0.036536,0.964286,0.070404,0.139042,0.395374,0.953653
visual_genome_m,siglip2_l,sink,8.0,1,sink,2097.0,28.0,0.013352,0.016855,0.349928,0.349928,0.0,0.037234,1.0,0.071795,0.094628,0.449555,0.980132
visual_genome_m,siglip2_l,sky,0.0,1,sky,2097.0,394.0,0.187887,0.024344,0.586312,0.314739,0.271574,0.348724,0.728426,0.471652,0.58326,0.427655,0.768432
visual_genome_m,siglip2_l,sky,1.0,1,sky,2097.0,385.0,0.183596,0.024344,0.592174,0.314252,0.277922,0.340686,0.722078,0.462948,0.589453,0.422174,0.767868
visual_genome_m,siglip2_l,sky,2.0,1,sky,2097.0,403.0,0.192179,0.024344,0.60023,0.322314,0.277916,0.34767,0.722084,0.469355,0.595668,0.427419,0.754997
visual_genome_m,siglip2_l,sky,3.0,1,sky,2097.0,394.0,0.187887,0.024344,0.640995,0.321198,0.319797,0.328834,0.680203,0.443342,0.622181,0.41166,0.750275
visual_genome_m,siglip2_l,sky,4.0,1,sky,2097.0,396.0,0.188841,0.024344,0.56269,0.305115,0.257576,0.361624,0.742424,0.486352,0.556477,0.458435,0.776384
visual_genome_m,siglip2_l,sky,5.0,1,sky,2097.0,402.0,0.191702,0.024344,0.600269,0.319174,0.281095,0.348193,0.718905,0.469156,0.583384,0.406459,0.758523
visual_genome_m,siglip2_l,sky,6.0,1,sky,2097.0,413.0,0.196948,0.024344,0.614831,0.321853,0.292978,0.35012,0.707022,0.468324,0.603829,0.416036,0.75131
visual_genome_m,siglip2_l,sky,7.0,1,sky,2097.0,379.0,0.180734,0.024344,0.578443,0.317229,0.261214,0.339394,0.738786,0.465116,0.569942,0.416191,0.769223
visual_genome_m,siglip2_l,sky,8.0,1,sky,2097.0,407.0,0.194087,0.024344,0.604359,0.32426,0.280098,0.348395,0.719902,0.469551,0.587987,0.431438,0.760303
visual_genome_m,dinov3_patch,ball,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,bed,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,bus,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,cat,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,laptop,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,nose,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,sink,,0,,,,,,,,,,,,,,
visual_genome_m,dinov3_patch,sky,,0,,,,,,,,,,,,,,
caltech101_m,siglip,airplanes,0.0,1,a photograph of an airplane,419.0,117.0,0.279236,0.038705,0.043046,0.043046,0.0,0.9,1.0,0.947368,0.025103,0.998378,0.999349
caltech101_m,siglip,airplanes,1.0,1,a photograph of an airplane,419.0,112.0,0.267303,0.038705,0.026059,0.026059,0.0,0.933333,1.0,0.965517,0.003257,0.999921,0.999971
caltech101_m,siglip,airplanes,2.0,1,a photograph of an airplane,419.0,111.0,0.264916,0.038705,0.035714,0.035714,0.0,0.909836,1.0,0.95279,0.032468,0.997935,0.99921
caltech101_m,siglip,airplanes,3.0,1,a photograph of an airplane,419.0,105.0,0.250597,0.038705,0.038217,0.038217,0.0,0.897436,1.0,0.945946,0.022263,0.997788,0.999242
caltech101_m,siglip,airplanes,4.0,1,a photograph of an airplane,419.0,118.0,0.281623,0.038705,0.043189,0.043189,0.0,0.900763,1.0,0.947791,0.030238,0.997585,0.999015
